subject,sessionIndex,rep,H.period,DD.period.x,UD.period.x,H.x,DD.x.a,UD.x.a,H.a,DD.a.t,UD.a.t,H.t,DD.t.1,UD.t.1,H.1,DD.1.7,UD.1.7,H.7,DD.7.p,UD.7.p,H.p,DD.p.a,UD.p.a,H.a,DD.a.d,UD.a.d,H.d,DD.d.n,UD.d.n,H.n,DD.n.Return,UD.n.Return,H.Return
subject2,5,14,0.0926399231,0.3669848442,0.2743449211,0.1276450157,0.182541132,0.0548961163,0.1332690716,0.2134580612,0.0801889896,0.1179349422,0.1866447926,0.0687098503,0.1236782074,0.1935660839,0.0698878765,0.0981230736,0.4122390747,0.3141160011,0.1516878605,0.1035580635,-0.048129797,0.1586239338,0.0890100002,-0.0696139336,0.1674537659,0.2136337757,0.0461800098,0.108353138,0.2916870117,0.1833338737,0.1230380535
subject2,5,15,0.1129539013,0.1880738735,0.0751199722,0.1083359718,0.1729450226,0.0646090508,0.177740097,0.1928229332,0.0150828362,0.1279501915,0.2775051594,0.1495549679,0.112637043,0.1271078587,0.0144708157,0.0892071724,0.5294890404,0.440281868,0.1151080132,0.1286361218,0.0135281086,0.1543428898,0.1211638451,-0.0331790447,0.2327241898,0.2582871914,0.0255630016,0.1074938774,0.2717559338,0.1642620564,0.1229100227
subject2,5,16,0.1477050781,0.3322370052,0.1845319271,0.1133751869,0.1571400166,0.0437648296,0.15279603,0.223845005,0.071048975,0.112967968,0.201788187,0.088820219,0.1231298447,0.2036190033,0.0804891586,0.102673769,0.4226059914,0.3199322224,0.1346728802,0.2173228264,0.0826499462,0.0641951561,0.0091409683,-0.0550541878,0.1633090973,0.1835441589,0.0202350616,0.0983629227,0.2623758316,0.1640129089,0.1386539936
subject2,5,17,0.1177208424,0.2124378681,0.0947170258,0.1064400673,0.1567349434,0.0502948761,0.1382811069,0.2004170418,0.0621359348,0.093829155,0.2063891888,0.1125600338,0.1138858795,0.1583969593,0.0445110798,0.0976948738,0.4130928516,0.3153979778,0.1270000935,0.1316311359,0.0046310425,0.1588759422,0.0951340199,-0.0637419224,0.172451973,0.1636538506,-0.0087981224,0.1088621616,0.2769060135,0.1680438519,0.1384091377
subject2,5,18,0.1380331516,0.1578969955,0.0198638439,0.1288509369,0.1624829769,0.03363204,0.1382491589,0.1840980053,0.0458488464,0.1336140633,0.2609541416,0.1273400784,0.1187739372,0.1777780056,0.0590040684,0.1088688374,0.3686749935,0.2598061562,0.1623020172,0.1529300213,-0.0093719959,0.1726369858,0.0887789726,-0.0838580132,0.1976048946,0.1788909435,-0.0187139511,0.1031329632,0.2719368935,0.1688039303,0.1183190346
subject2,5,19,0.0927710533,0.1632330418,0.0704619884,0.0965769291,0.1085269451,0.011950016,0.1679611206,0.2393341064,0.0713729858,0.1341238022,0.3790748119,0.2449510098,0.1084392071,0.2230989933,0.1146597862,0.0940890312,0.5164861679,0.4223971367,0.0987210274,0.1223230362,0.0236020088,0.1687779427,0.2086288929,0.0398509502,0.1530139446,0.2081770897,0.0551631451,0.0946588516,0.2873330116,0.19267416,0.1230959892
subject2,5,20,0.1242508888,0.1842808723,0.0600299835,0.091283083,0.0826570988,-0.0086259842,0.1533288956,0.2384459972,0.0851171017,0.128264904,0.2814450264,0.1531801224,0.1036989689,0.1826269627,0.0789279938,0.0887539387,0.5469498634,0.4581959248,0.097905159,0.1741402149,0.0762350559,0.1313228607,0.0772099495,-0.0541129112,0.1435909271,0.2698459625,0.1262550354,0.0896799564,0.2857511044,0.1960711479,0.1329119205
subject2,5,21,0.0850141048,0.2021570206,0.1171429157,0.1332929134,0.1834430695,0.050150156,0.1568439007,0.3259119987,0.1690680981,0.1143069267,0.2118389606,0.0975320339,0.1187460423,0.1734659672,0.0547199249,0.0768370628,0.4389109612,0.3620738983,0.1274721622,0.1319961548,0.0045239925,0.1810150146,0.1387779713,-0.0422370434,0.1577429771,0.1926958561,0.034952879,0.1046500206,0.2806930542,0.1760430336,0.1352040768
subject2,5,22,0.1026799679,0.2032370567,0.1005570889,0.1184790134,0.1593329906,0.0408539772,0.1661510468,0.1925909519,0.0264399052,0.1374380589,0.235448122,0.0980100632,0.1380259991,0.2131178379,0.0750918388,0.1035611629,0.4124751091,0.3089139462,0.1386120319,0.1337230206,-0.0048890114,0.1521890163,0.0835659504,-0.0686230659,0.1629581451,0.1888041496,0.0258460045,0.1037209034,0.2626998425,0.1589789391,0.1375949383
subject2,5,23,0.0927121639,0.46529603,0.3725838661,0.1637980938,0.2268979549,0.0630998611,0.1733970642,0.244022131,0.0706250668,0.1222648621,0.2258419991,0.103577137,0.128620863,0.3268749714,0.1982541084,0.0881519318,0.5908100605,0.5026581287,0.1277689934,0.1326208115,0.0048518181,0.1690020561,0.1099040508,-0.0590980053,0.1684401035,0.1786201,0.0101799965,0.0980119705,0.4004919529,0.3024799824,0.0959880352
subject2,5,24,0.0923750401,0.3130660057,0.2206909657,0.1165099144,0.1557939053,0.0392839909,0.1431400776,0.1852161884,0.0420761108,0.1125049591,0.2847878933,0.1722829342,0.098567009,0.2720119953,0.1734449863,0.0838310719,0.4161579609,0.332326889,0.1243100166,0.164124012,0.0398139954,0.1132180691,0.0445399284,-0.0686781406,0.153837204,0.2380371094,0.0841999054,0.0893929005,0.2477090359,0.1583161354,0.1280798912
subject2,5,25,0.0837450027,0.4761588573,0.3924138546,0.1567349434,0.226722002,0.0699870586,0.1629509926,0.2438769341,0.0809259415,0.117098093,0.2554562092,0.1383581162,0.133220911,0.1840598583,0.0508389473,0.1025819778,0.4465551376,0.3439731598,0.114055872,0.1093637943,-0.0046920776,0.1421031952,0.0935711861,-0.0485320091,0.1424679756,0.1727089882,0.0302410126,0.0895910263,0.3178429604,0.2282519341,0.1185629368
subject2,6,1,0.1425449848,0.1893980503,0.0468530655,0.0960438251,0.0834438801,-0.0125999451,0.1564791203,0.2316339016,0.0751547813,0.1236550808,0.2176179886,0.0939629078,0.1280732155,0.1682591438,0.0401859283,0.0875198841,0.4319660664,0.3444461823,0.107708931,0.2063519955,0.0986430645,0.0837218761,0.0354158878,-0.0483059883,0.1625311375,0.1928429604,0.0303118229,0.0988500118,0.2726640701,0.1738140583,0.1328918934
subject2,6,2,0.1322360039,0.2179939747,0.0857579708,0.10739398,0.1169970036,0.0096030235,0.1535210609,0.2238550186,0.0703339577,0.1150720119,0.2029109001,0.0878388882,0.1325571537,0.2119729519,0.0794157982,0.0983572006,0.4276540279,0.3292968273,0.133701086,0.1382260323,0.0045249462,0.1228699684,0.0686049461,-0.0542650223,0.1385409832,0.1933732033,0.0548322201,0.0999968052,0.2532098293,0.1532130241,0.1385290623
subject2,6,3,0.1226639748,0.1377079487,0.0150439739,0.1085379124,0.0944859982,-0.0140519142,0.1531260014,0.253180027,0.1000540257,0.124437809,0.2260968685,0.1016590595,0.1332280636,0.1637740135,0.0305459499,0.0976200104,0.3821001053,0.2844800949,0.1167428494,0.1124529839,-0.0042898655,0.1553180218,0.0858500004,-0.0694680214,0.1537029743,0.1988179684,0.045114994,0.1030859947,0.2568869591,0.1538009644,0.1232941151
subject2,6,4,0.0977549553,0.1336381435,0.0358831882,0.1173219681,0.1009168625,-0.0164051056,0.1773180962,0.2261929512,0.048874855,0.132338047,0.2156100273,0.0832719803,0.1430881023,0.2426021099,0.0995140076,0.0968329906,0.408618927,0.3117859364,0.1274909973,0.1034018993,-0.024089098,0.1624970436,0.1084280014,-0.0540690422,0.1679461002,0.1865420341,0.0185959339,0.1107001305,0.2608239651,0.1501238346,0.1709930897
subject2,6,5,0.1449489594,0.1692919731,0.0243430138,0.1331088543,0.1426599026,0.0095510483,0.1626889706,0.2352559567,0.0725669861,0.1364331245,0.2539250851,0.1174919605,0.1288950443,0.2229669094,0.0940718651,0.1092782021,0.3737871647,0.2645089626,0.136646986,0.1275579929,-0.0090889931,0.1734950542,0.1213629246,-0.0521321297,0.1607620716,0.1897230148,0.0289609432,0.1467061043,0.2794559002,0.1327497959,0.1487071514
subject2,6,6,0.1326980591,0.296380043,0.1636819839,0.1482830048,0.1973760128,0.049093008,0.1630959511,0.2045838833,0.0414879322,0.1330420971,0.2654531002,0.1324110031,0.1381440163,0.1837260723,0.045582056,0.105686903,0.4874680042,0.3817811012,0.1222770214,0.0967400074,-0.025537014,0.1388499737,0.080945015,-0.0579049587,0.1475718021,0.2424798012,0.094907999,0.1031320095,0.2469480038,0.1438159943,0.1284520626
subject2,6,7,0.0952119827,0.1875910759,0.0923790932,0.1230890751,0.1768870354,0.0537979603,0.1639690399,0.190073967,0.0261049271,0.1328980923,0.2207119465,0.0878138542,0.1326220036,0.2325360775,0.0999140739,0.0789110661,0.3703360558,0.2914249897,0.136952877,0.1288659573,-0.0080869198,0.2048108578,0.171186924,-0.0336239338,0.1583230495,0.1536540985,-0.004668951,0.1081068516,0.2518780231,0.1437711716,0.134324789
subject2,6,8,0.1224210262,0.3162591457,0.1938381195,0.1625239849,0.1725728512,0.0100488663,0.1572101116,0.2184159756,0.061205864,0.1187930107,0.3154990673,0.1967060566,0.177806139,0.3025870323,0.1247808933,0.1081800461,0.4127800465,0.3046000004,0.1472790241,0.1223728657,-0.0249061584,0.1436700821,0.0758171082,-0.0678529739,0.1669299603,0.2166380882,0.049708128,0.1300089359,0.2629029751,0.1328940392,0.1643288136
subject2,6,9,0.1222469807,0.2942900658,0.1720430851,0.1063580513,0.1654338837,0.0590758324,0.1529040337,0.2143201828,0.0614161491,0.1280379295,0.2064478397,0.0784099102,0.1279091835,0.2226309776,0.0947217941,0.1035821438,0.3926091194,0.2890269756,0.158454895,0.206674099,0.0482192039,0.1517019272,0.0925619602,-0.059139967,0.1515119076,0.1767029762,0.0251910686,0.0984950066,0.2577250004,0.1592299938,0.1487209797
subject2,6,10,0.0899789333,0.2291300297,0.1391510963,0.1321020126,0.1176331043,-0.0144689083,0.2283639908,0.3177378178,0.089373827,0.1280360222,0.2170701027,0.0890340805,0.1285200119,0.2425649166,0.1140449047,0.1235101223,0.5174131393,0.393903017,0.1080369949,0.1150858402,0.0070488453,0.1606020927,0.0969831944,-0.0636188984,0.1583518982,0.2393069267,0.0809550285,0.1124360561,0.2564649582,0.1440289021,0.147190094
subject2,6,11,0.1175839901,0.182641983,0.0650579929,0.0954520702,0.0709900856,-0.0244619846,0.1781039238,0.2878079414,0.1097040176,0.1288769245,0.219233036,0.0903561115,0.1342170238,0.1784930229,0.0442759991,0.0888798237,0.4630348682,0.3741550446,0.1330549717,0.1081709862,-0.0248839855,0.1707060337,0.1039681435,-0.0667378902,0.1524159908,0.2173888683,0.0649728775,0.0688841343,0.2875580788,0.2186739445,0.1185910702
subject2,6,12,0.0924208164,0.1223869324,0.029966116,0.115929842,0.1097729206,-0.0061569214,0.1770861149,0.2069129944,0.0298268795,0.1135399342,0.3355209827,0.2219810486,0.1438910961,0.1690490246,0.0251579285,0.0934579372,0.6148791313,0.5214211941,0.0988359451,0.15356493,0.0547289848,0.1491038799,0.1046609879,-0.0444428921,0.1487379074,0.1981520653,0.0494141579,0.0841679573,0.2527270317,0.1685590744,0.1281869411
subject2,6,13,0.0878617764,0.1683719158,0.0805101395,0.1128928661,0.1377310753,0.0248382092,0.1532478333,0.1990668774,0.0458190441,0.1428670883,0.2651810646,0.1223139763,0.1317420006,0.2726569176,0.140914917,0.1330590248,0.4379739761,0.3049149513,0.1476509571,0.133795023,-0.0138559341,0.1724700928,0.0991470814,-0.0733230114,0.1468560696,0.2426719666,0.095815897,0.1078360081,0.2764320374,0.1685960293,0.1338880062
subject2,6,14,0.1249661446,0.1977140903,0.0727479458,0.1378200054,0.1179769039,-0.0198431015,0.2080020905,0.2335221767,0.0255200863,0.1329789162,0.306044817,0.1730659008,0.1187880039,0.2320711613,0.1132831573,0.0938048363,0.3647518158,0.2709469795,0.1469380856,0.1367089748,-0.0102291107,0.1475081444,0.0849452019,-0.0625629425,0.1726818085,0.1823859215,0.009704113,0.1146659851,0.302200079,0.1875340939,0.128880024
subject2,6,15,0.1072809696,0.1916489601,0.0843679905,0.1229860783,0.1097011566,-0.0132849216,0.2122688293,0.2572710514,0.0450022221,0.1285619736,0.2966017723,0.1680397987,0.1225640774,0.2861840725,0.1636199951,0.0722870827,0.4330999851,0.3608129025,0.1143770218,0.1256151199,0.0112380981,0.1558909416,0.0924978256,-0.063393116,0.1776371002,0.2522120476,0.0745749474,0.0940051079,0.2871570587,0.1931519508,0.1327319145
subject2,6,16,0.1376750469,0.1978619099,0.0601868629,0.1137959957,0.1083250046,-0.0054709911,0.1675391197,0.1987259388,0.0311868191,0.1433711052,0.449144125,0.3057730198,0.1083440781,0.1583240032,0.0499799252,0.1044220924,0.3699109554,0.265488863,0.1321649551,0.1515619755,0.0193970203,0.1620540619,0.0837380886,-0.0783159733,0.176035881,0.1815829277,0.0055470467,0.0912101269,0.2449989319,0.153788805,0.1333060265
subject2,6,17,0.1127669811,0.2472450733,0.1344780922,0.1239199638,0.1571280956,0.0332081318,0.1794829369,0.2243130207,0.0448300838,0.1376028061,0.2413229942,0.1037201881,0.1430969238,0.2523059845,0.1092090607,0.0934398174,0.3976368904,0.304197073,0.1327610016,0.1682901382,0.0355291367,0.1428790092,0.081360817,-0.0615181923,0.1605980396,0.1957261562,0.0351281166,0.099285841,0.2477669716,0.1484811306,0.1380138397
subject2,6,18,0.1032660007,0.1827249527,0.079458952,0.122713089,0.1038711071,-0.0188419819,0.1931159496,0.2179570198,0.0248410702,0.133961916,0.2311038971,0.0971419811,0.1332471371,0.193377018,0.0601298809,0.0985291004,0.4629979134,0.3644688129,0.1216070652,0.1078851223,-0.0137219429,0.157752037,0.0888810158,-0.0688710213,0.1836378574,0.2187919617,0.0351541042,0.0837159157,0.2573719025,0.1736559868,0.1276190281
subject2,6,19,0.1009528637,0.1862149239,0.0852620602,0.0984771252,0.1320409775,0.0335638523,0.1637010574,0.1747989655,0.011097908,0.1232171059,0.251663208,0.1284461021,0.1374847889,0.2718420029,0.134357214,0.0936348438,0.3779799938,0.28434515,0.1332728863,0.0886068344,-0.0446660519,0.1683580875,0.1091351509,-0.0592229366,0.1680278778,0.2235097885,0.0554819107,0.1029641628,0.2864661217,0.1835019588,0.1255600452
subject2,6,20,0.0887281895,0.2123231888,0.1235949993,0.1285648346,0.1726968288,0.0441319942,0.1690051556,0.2285721302,0.0595669746,0.1235408783,0.2025279999,0.0789871216,0.137816906,0.2173318863,0.0795149803,0.0939881802,0.3275940418,0.2336058617,0.154186964,0.1319959164,-0.0221910477,0.1748170853,0.1013851166,-0.0734319687,0.1778600216,0.193062067,0.0152020454,0.0941538811,0.2479510307,0.1537971497,0.1520469189
subject2,6,21,0.104722023,0.1920599937,0.0873379707,0.1325190067,0.1621861458,0.0296671391,0.1687998772,0.2283730507,0.0595731735,0.12864995,0.2566168308,0.1279668808,0.1384391785,0.2776911259,0.1392519474,0.108011961,0.3428859711,0.2348740101,0.1576259136,0.1941559315,0.0365300179,0.1509399414,0.0978860855,-0.0530538559,0.1577579975,0.2013049126,0.0435469151,0.0962901115,0.2556669712,0.1593768597,0.1370050907
subject2,6,22,0.1154642105,0.3212931156,0.2058289051,0.1301629543,0.197316885,0.0671539307,0.1581439972,0.2402791977,0.0821352005,0.1287848949,0.2692499161,0.1404650211,0.128428936,0.3325948715,0.2041659355,0.1130621433,0.3887021542,0.2756400108,0.1517970562,0.1815729141,0.0297758579,0.1725311279,0.1252930164,-0.0472381115,0.1531200409,0.1478419304,-0.0052781105,0.1222760677,0.322229147,0.1999530792,0.127081871
subject2,6,23,0.0995721817,0.338144064,0.2385718822,0.1226389408,0.1726870537,0.0500481129,0.1570539474,0.2532138824,0.096159935,0.1227831841,0.2460861206,0.1233029366,0.1331028938,0.3317599297,0.1986570358,0.1036739349,0.461728096,0.3580541611,0.1323800087,0.2083790302,0.0759990215,0.1732239723,0.0988798141,-0.0743441582,0.167591095,0.202270031,0.034678936,0.0991010666,0.3826379776,0.283536911,0.1326081753
subject2,6,24,0.1327040195,0.2394099236,0.106705904,0.1709301472,0.1807341576,0.0098040104,0.1823649406,0.2185838223,0.0362188816,0.1426150799,0.2456870079,0.103071928,0.1286292076,0.2282001972,0.0995709896,0.1038269997,0.4048547745,0.3010277748,0.1853752136,0.2348861694,0.0495109558,0.1434099674,0.0753798485,-0.0680301189,0.1574699879,0.1620900631,0.0046200752,0.1089861393,0.3250949383,0.216108799,0.1527330875
subject2,6,25,0.1230010986,0.2315840721,0.1085829735,0.1278829575,0.1203389168,-0.0075440407,0.1865549088,0.2342309952,0.0476760864,0.1210460663,0.2090420723,0.087996006,0.1483418942,0.2427918911,0.0944499969,0.113432169,0.3238120079,0.2103798389,0.1679861546,0.1432211399,-0.0247650146,0.1577599049,0.0946760178,-0.0630838871,0.1679348946,0.1631867886,-0.004748106,0.1178421974,0.3014900684,0.183647871,0.1329040527
subject2,7,1,0.1226480007,0.2960410118,0.1733930111,0.109650135,0.0744941235,-0.0351560116,0.1623680592,0.2607610226,0.0983929634,0.1178338528,0.214261055,0.0964272022,0.1330718994,0.2128689289,0.0797970295,0.1035199165,0.3929319382,0.2894120216,0.138422966,0.1525290012,0.0141060352,0.1636691093,0.109787941,-0.0538811684,0.1378521919,0.1091191769,-0.0287330151,0.1177549362,0.3337748051,0.2160198689,0.1107971668
subject2,7,2,0.1441459656,0.1995298862,0.0553839207,0.104019165,0.121958971,0.017939806,0.1675741673,0.232583046,0.0650088787,0.1131501198,0.2215969563,0.1084468365,0.1447651386,0.1984071732,0.0536420345,0.0940659046,0.467594862,0.3735289574,0.1287269592,0.2066781521,0.0779511929,0.1829638481,0.148993969,-0.0339698792,0.1279878616,0.1790339947,0.051046133,0.1190848351,0.3267650604,0.2076802254,0.1430428028
subject2,7,3,0.1579020023,0.5650160313,0.4071140289,0.1385848522,0.1727340221,0.0341491699,0.1476519108,0.2326529026,0.0850009918,0.109390974,0.4701681137,0.3607771397,0.1330118179,0.1978778839,0.064866066,0.1034109592,0.4422791004,0.3388681412,0.1530208588,0.1680419445,0.0150210857,0.1523480415,0.1095759869,-0.0427720547,0.1466810703,0.2122039795,0.0655229092,0.1039690971,0.2775549889,0.1735858917,0.1279981136
subject2,7,4,0.1028819084,0.1726379395,0.069756031,0.1185879707,0.0847511292,-0.0338368416,0.1832258701,0.2780280113,0.0948021412,0.1174058914,0.2212898731,0.1038839817,0.1231579781,0.172729969,0.049571991,0.0887241364,0.3840019703,0.2952778339,0.1324281693,0.1177079678,-0.0147202015,0.1594631672,0.1043331623,-0.0551300049,0.148624897,0.2039909363,0.0553660393,0.1119740009,0.3060491085,0.1940751076,0.1310060024
subject2,7,5,0.1078388691,0.2804160118,0.1725771427,0.0952069759,0.0902299881,-0.0049769878,0.1671159267,0.2358489037,0.0687329769,0.13362813,0.4898371696,0.3562090397,0.1676487923,0.7184457779,0.5507969856,0.0840661526,0.3682980537,0.2842319012,0.1081840992,0.1179640293,0.0097799301,0.1928360462,0.1748740673,-0.0179619789,0.1221549511,0.1428639889,0.0207090378,0.0841019154,0.2577929497,0.1736910343,0.1377859116
subject2,7,6,0.0910711288,0.1615710258,0.070499897,0.0633189678,0.0931761265,0.0298571587,0.1541368961,0.2344520092,0.0803151131,0.1035928726,0.2006969452,0.0971040726,0.1205170155,0.2151288986,0.0946118832,0.0872762203,0.3515701294,0.2642939091,0.1285030842,0.1683349609,0.0398318768,0.1592268944,0.1182379723,-0.0409889221,0.163629055,0.204061985,0.04043293,0.0985951424,0.3235149384,0.224919796,0.1390981674
subject2,7,7,0.1731119156,0.3684689999,0.1953570843,0.1370818615,0.1181399822,-0.0189418793,0.1773679256,0.2568809986,0.079513073,0.1236419678,0.2327229977,0.1090810299,0.1242358685,0.2127349377,0.0884990692,0.0932369232,0.6013569832,0.50812006,0.1129851341,0.1037149429,-0.0092701912,0.1575360298,0.4258971214,0.2683610916,0.1420850754,0.124849081,-0.0172359943,0.1219749451,0.3056688309,0.1836938858,0.1186151505
subject2,7,8,0.1152610779,0.197302103,0.0820410252,0.1223058701,0.13677001,0.0144641399,0.189114809,0.3935799599,0.2044651508,0.1219768524,0.4242990017,0.3023221493,0.1523308754,0.1974589825,0.0451281071,0.1099359989,0.3345448971,0.2246088982,0.1566410065,0.1519100666,-0.0047309399,0.1483271122,0.0867791176,-0.0615479946,0.1657378674,0.1908388138,0.0251009464,0.1336109638,0.2921731472,0.1585621834,0.1480100155
subject2,7,9,0.1214461327,0.3045310974,0.1830849648,0.1101438999,0.2083849907,0.0982410908,0.1419680119,0.2174010277,0.0754330158,0.113560915,0.2081520557,0.0945911407,0.1171088219,0.157130003,0.0400211811,0.1095538139,0.4140608311,0.3045070171,0.1574440002,0.1814110279,0.0239670277,0.1137411594,0.0500891209,-0.0636520386,0.1533329487,0.1783778667,0.0250449181,0.1437520981,0.2970340252,0.1532819271,0.1484560966
subject2,7,10,0.1146931648,0.2810301781,0.1663370132,0.1037459373,0.1635818481,0.0598359108,0.1531910896,0.2237019539,0.0705108643,0.1275210381,0.2315261364,0.1040050983,0.1277019978,0.2573649883,0.1296629906,0.0950119495,0.4036388397,0.3086268902,0.0974431038,0.1689190865,0.0714759827,0.1618831158,0.100039959,-0.0618431568,0.1599581242,0.231098175,0.0711400509,0.1031849384,0.2817509174,0.178565979,0.1433448792
subject2,7,11,0.09333992,0.2876420021,0.1943020821,0.112224102,0.3407058716,0.2284817696,0.2274141312,0.3210980892,0.0936839581,0.15260005,0.3780341148,0.2254340649,0.1221778393,0.3123559952,0.1901781559,0.1052269936,0.4215948582,0.3163678646,0.1221339703,0.1325800419,0.0104460716,0.1589040756,0.1000299454,-0.0588741302,0.1581389904,0.1733491421,0.0152101517,0.1036319733,0.2965848446,0.1929528713,0.1621570587
subject2,7,12,0.0946321487,0.5232830048,0.428650856,0.2021579742,0.3066060543,0.1044480801,0.1670758724,0.2191259861,0.0520501137,0.1475160122,0.2605109215,0.1129949093,0.1430470943,0.1782059669,0.0351588726,0.1246080399,0.3685572147,0.2439491749,0.137242794,0.1576249599,0.0203821659,0.1635320187,0.0995910168,-0.0639410019,0.1592049599,0.2047109604,0.0455060005,0.125797987,0.280272007,0.15447402,0.1472518444
subject2,7,13,0.139300108,0.2545351982,0.1152350903,0.0981059074,0.1275320053,0.0294260979,0.1440708637,0.2540159225,0.1099450588,0.122469902,0.1966080666,0.0741381645,0.1346549988,0.2275209427,0.0928659439,0.1036589146,0.3291800022,0.2255210876,0.1618320942,0.1820960045,0.0202639103,0.1236050129,0.0550599098,-0.0685451031,0.1523020267,0.2033979893,0.0510959625,0.1031451225,0.272534132,0.1693890095,0.1836009026
subject2,7,14,0.1221408844,0.2176570892,0.0955162048,0.1231589317,0.1184887886,-0.0046701431,0.1871230602,0.2332730293,0.0461499691,0.1322381496,0.2253689766,0.093130827,0.1284282207,0.2185451984,0.0901169777,0.1234669685,0.3635828495,0.240115881,0.1422600746,0.1379561424,-0.0043039322,0.1528978348,0.0843188763,-0.0685789585,0.1773700714,0.223304987,0.0459349155,0.1187269688,0.2622580528,0.1435310841,0.1342439651
subject2,7,15,0.1433820724,0.3115050793,0.1681230068,0.0938129425,0.3060839176,0.2122709751,0.1430940628,0.397162199,0.2540681362,0.11876297,0.2950928211,0.1763298512,0.1096441746,0.347661972,0.2380177975,0.0988090038,0.3825540543,0.2837450504,0.1381421089,0.113008976,-0.0251331329,0.2035269737,0.2179291248,0.0144021511,0.1639709473,0.2138888836,0.0499179363,0.1380319595,0.3171291351,0.1790971756,0.1701078415
subject2,7,16,0.1322629452,0.2270741463,0.0948112011,0.1540470123,0.162624836,0.0085778236,0.1825931072,0.2532291412,0.070636034,0.1383538246,0.2364938259,0.0981400013,0.1317501068,0.2527990341,0.1210489273,0.1048130989,0.3941910267,0.2893779278,0.116631031,0.1077210903,-0.0089099407,0.177809,0.1198518276,-0.0579571724,0.1324732304,0.1874101162,0.0549368858,0.1686439514,0.376447916,0.2078039646,0.1574530602
subject2,7,17,0.1334621906,0.1922831535,0.0588209629,0.1431488991,0.1342208385,-0.0089280605,0.1870441437,0.2339830399,0.0469388962,0.1329021454,0.2410771847,0.1081750393,0.1279008389,0.3011789322,0.1732780933,0.1088140011,0.339359045,0.2305450439,0.1423678398,0.1236758232,-0.0186920166,0.1671950817,0.1087520123,-0.0584430695,0.1483640671,0.2078649998,0.0595009327,0.1085879803,0.2536242008,0.1450362206,0.1354589462
subject2,7,18,0.1086549759,0.1849789619,0.0763239861,0.1399981976,0.1259520054,-0.0140461922,0.1646270752,0.251458168,0.0868310928,0.1199300289,0.2729449272,0.1530148983,0.1626019478,0.2274200916,0.0648181438,0.0991117954,0.317966938,0.2188551426,0.1736969948,0.1928300858,0.019133091,0.1489548683,0.0730268955,-0.0759279728,0.1902630329,0.2148079872,0.0245449543,0.1341190338,0.3375060558,0.203387022,0.148059845
subject2,7,19,0.1530880928,0.4853270054,0.3322389126,0.1531181335,0.2049770355,0.051858902,0.1502459049,0.2102580071,0.0600121021,0.1231651306,0.2568321228,0.1336669922,0.1481688023,0.2568569183,0.1086881161,0.1087479591,0.2990009785,0.1902530193,0.1803340912,0.1631999016,-0.0171341896,0.1434960365,0.0852050781,-0.0582909584,0.1854650974,0.2116289139,0.0261638165,0.1355600357,0.3417789936,0.2062189579,0.1289570332
subject2,7,20,0.126814127,0.3164820671,0.1896679401,0.1179139614,0.1778099537,0.0598959923,0.1475679874,0.2332770824,0.085709095,0.122095108,0.2211480141,0.099052906,0.132983923,0.2578010559,0.124817133,0.0982089043,0.2933030128,0.1950941086,0.1686558723,0.1880528927,0.0193970203,0.1381189823,0.0651819706,-0.0729370117,0.1772010326,0.197206974,0.0200059414,0.1085350513,0.2680411339,0.1595060825,0.1340129375
subject2,7,21,0.0870780945,0.2234060764,0.1363279819,0.1331439018,0.1635708809,0.0304269791,0.1709311008,0.241410017,0.0704789162,0.0953791142,0.2170200348,0.1216409206,0.1314349175,0.1469681263,0.0155332088,0.1196138859,0.3551568985,0.2355430126,0.1429719925,0.1624810696,0.0195090771,0.1143579483,0.0615580082,-0.0527999401,0.1564159393,0.2367069721,0.0802910328,0.1203989983,0.2523260117,0.1319270134,0.1479039192
subject2,7,22,0.1409828663,0.3353390694,0.1943562031,0.1585268974,0.1691348553,0.0106079578,0.1724910736,0.2618911266,0.089400053,0.118491888,0.2120828629,0.0935909748,0.1222560406,0.2076599598,0.0854039192,0.1034801006,0.3039090633,0.2004289627,0.172164917,0.1596879959,-0.0124769211,0.1604981422,0.0924360752,-0.068062067,0.166934967,0.192636013,0.025701046,0.1182570457,0.267993927,0.1497368813,0.1526401043
subject2,7,23,0.151968956,0.2366600037,0.0846910477,0.168006897,0.1826269627,0.0146200657,0.1938090324,0.252548933,0.0587399006,0.1500720978,0.2634940147,0.113421917,0.171462059,0.2217721939,0.0503101349,0.1332948208,0.3228998184,0.1896049976,0.1735150814,0.1587471962,-0.0147678852,0.1483299732,0.0646388531,-0.0836911201,0.1436159611,0.2079000473,0.0642840862,0.110845089,0.2622849941,0.1514399052,0.1279110909
subject2,7,24,0.1337869167,0.2089390755,0.0751521587,0.121462822,0.1579499245,0.0364871025,0.1626970768,0.2334730625,0.0707759857,0.1127188206,0.2262318134,0.1135129929,0.1430351734,0.3069801331,0.1639449596,0.0942049026,0.3092069626,0.2150020599,0.1577239037,0.1881830692,0.0304591656,0.1424438953,0.0847609043,-0.057682991,0.1525621414,0.1741409302,0.0215787888,0.1120650768,0.3212890625,0.2092239857,0.1476659775
