subject,sessionIndex,rep,H.period,DD.period.x,UD.period.x,H.x,DD.x.a,UD.x.a,H.a,DD.a.t,UD.a.t,H.t,DD.t.1,UD.t.1,H.1,DD.1.7,UD.1.7,H.7,DD.7.p,UD.7.p,H.p,DD.p.a,UD.p.a,H.a,DD.a.d,UD.a.d,H.d,DD.d.n,UD.d.n,H.n,DD.n.Return,UD.n.Return,H.Return
aroonav,1,11,0.0769538879,0.2998838425,0.2229299545,0.1336290836,0.2026600838,0.0690310001,0.1358668804,0.2344489098,0.0985820293,0.1180181503,0.2302250862,0.1122069359,0.1345789433,0.242702961,0.1081240177,0.0982189178,0.5225260258,0.4243071079,0.1074490547,0.131994009,0.0245449543,0.1884789467,0.1644690037,-0.024009943,0.2024419308,0.2773709297,0.0749289989,0.1280529499,0.4454159737,0.3173630238,0.1277971268
aroonav,1,12,0.104033947,0.2117381096,0.1077041626,0.1354050636,0.1466538906,0.011248827,0.1608741283,0.2360911369,0.0752170086,0.1243138313,0.2434618473,0.119148016,0.136523962,0.191298008,0.0547740459,0.0970971584,0.5020320416,0.4049348831,0.127671957,0.1327059269,0.0050339699,0.1826050282,0.1645021439,-0.0181028843,0.199010849,0.167896986,-0.031113863,0.1034319401,0.2525758743,0.1491439343,0.1305630207
aroonav,1,13,0.104557991,0.8430509567,0.7384929657,0.1299679279,0.1644079685,0.0344400406,0.1458711624,0.2217190266,0.0758478642,0.1129710674,0.2312691212,0.1182980537,0.1225090027,0.1880288124,0.0655198097,0.093362093,0.4472692013,0.3539071083,0.1099729538,0.1045780182,-0.0053949356,0.1477959156,0.262595892,0.1147999763,0.1517980099,0.1931018829,0.0413038731,0.0974011421,0.6673650742,0.569963932,0.1679060459
aroonav,1,14,0.0772299767,0.2575719357,0.180341959,0.1140670776,0.2137730122,0.0997059345,0.1423079968,0.8171420097,0.674834013,0.123306036,0.3617119789,0.2384059429,0.0922238827,0.246147871,0.1539239883,0.103675127,0.5963652134,0.4926900864,0.1082649231,0.1920659542,0.0838010311,0.1277878284,0.1140229702,-0.0137648582,0.153537035,0.1838109493,0.0302739143,0.1087350845,0.2972290516,0.1884939671,0.1329538822
aroonav,1,15,0.0742089748,0.2327980995,0.1585891247,0.1532678604,0.1285829544,-0.024684906,0.182448864,0.233011961,0.050563097,0.1301119328,0.2563478947,0.1262359619,0.0986540318,0.2176229954,0.1189689636,0.0847561359,0.5118730068,0.4271168709,0.1163420677,0.1074872017,-0.008854866,0.166675806,0.1615509987,-0.0051248074,0.1672518253,0.1619319916,-0.0053198338,0.0838038921,0.3460888863,0.2622849941,0.1375420094
aroonav,1,16,0.0990250111,0.2346510887,0.1356260777,0.1458940506,0.1665349007,0.0206408501,0.1579651833,0.2279930115,0.0700278282,0.127543211,0.2619850636,0.1344418526,0.1520550251,0.2181010246,0.0660459995,0.107063055,0.4513680935,0.3443050385,0.1426358223,0.1626598835,0.0200240612,0.1133339405,0.0598371029,-0.0534968376,0.1818408966,0.2121708393,0.0303299427,0.0900511742,0.2769231796,0.1868720055,0.1395759583
aroonav,1,17,0.1092429161,0.2049889565,0.0957460403,0.1452579498,0.2037129402,0.0584549904,0.1431970596,0.2285060883,0.0853090286,0.1293280125,0.2659158707,0.1365878582,0.1427659988,0.2580561638,0.1152901649,0.1129128933,0.4820058346,0.3690929413,0.1140310764,0.1238780022,0.0098469257,0.1858501434,0.172244072,-0.0136060715,0.154820919,0.2088820934,0.0540611744,0.0837328434,0.3560628891,0.2723300457,0.127794981
aroonav,1,18,0.1136088371,0.24295187,0.1293430328,0.1293611526,0.1354110241,0.0060498714,0.1516001225,0.2368149757,0.0852148533,0.1222150326,0.2209551334,0.0987401009,0.1632709503,0.1785600185,0.0152890682,0.1128749847,0.4022438526,0.2893688679,0.1283481121,0.1475601196,0.0192120075,0.1531038284,0.0996768475,-0.053426981,0.1827161312,0.1686899662,-0.014026165,0.1040241718,0.3619971275,0.2579729557,0.1270620823
aroonav,1,19,0.1313450336,0.2906320095,0.1592869759,0.1179740429,0.1422829628,0.0243089199,0.1699719429,0.2638690472,0.0938971043,0.1280949116,0.2358658314,0.1077709198,0.133439064,0.2233030796,0.0898640156,0.0934569836,0.4624860287,0.3690290451,0.1032249928,0.2018649578,0.0986399651,0.1529350281,0.1287579536,-0.0241770744,0.1357991695,0.2180349827,0.0822358131,0.1087901592,0.3419721127,0.2331819534,0.1333510876
aroonav,1,20,0.1033980846,0.2020680904,0.0986700058,0.1182379723,0.1286790371,0.0104410648,0.1529009342,0.2133090496,0.0604081154,0.109566927,0.2267549038,0.1171879768,0.1375820637,0.1727249622,0.0351428986,0.0943660736,0.4769470692,0.3825809956,0.1283068657,0.1533639431,0.0250570774,0.1281459332,0.0787360668,-0.0494098663,0.1628379822,0.2179729939,0.0551350117,0.1187129021,0.3018040657,0.1830911636,0.1486079693
aroonav,1,21,0.1149098873,0.1538097858,0.0388998985,0.1603381634,0.1326019764,-0.027736187,0.1770842075,0.238038063,0.0609538555,0.1226711273,0.2211241722,0.0984530449,0.1189069748,0.1593477726,0.0404407978,0.1174371243,0.4565131664,0.3390760422,0.1129348278,0.1281118393,0.0151770115,0.1681890488,0.1291091442,-0.0390799046,0.1465909481,0.2135629654,0.0669720173,0.0933449268,0.301637888,0.2082929611,0.1572091579
aroonav,1,22,0.1058979034,0.1969130039,0.0910151005,0.1094369888,0.1038570404,-0.0055799484,0.1564469337,0.2271258831,0.0706789494,0.1279921532,0.2211019993,0.0931098461,0.1230480671,0.1984810829,0.0754330158,0.1083979607,0.4921720028,0.3837740421,0.0974400043,0.1075220108,0.0100820065,0.178565979,0.108891964,-0.069674015,0.1889660358,0.2461280823,0.0571620464,0.0964210033,0.3292169571,0.2327959538,0.1332218647
aroonav,1,23,0.1061007977,0.2266860008,0.1205852032,0.0835809708,0.1144838333,0.0309028625,0.1474909782,0.2482271194,0.1007361412,0.1131210327,1.1724019051,1.0592808723,0.1122031212,0.182240963,0.0700378418,0.0884580612,0.4771471024,0.3886890411,0.1031658649,0.1874060631,0.0842401981,0.1290018559,0.0973498821,-0.0316519737,0.1251790524,0.1356611252,0.0104820728,0.0985999107,0.3477909565,0.2491910458,0.1465759277
aroonav,1,24,0.1375310421,0.4018261433,0.2642951012,0.1216299534,0.1563918591,0.0347619057,0.1476500034,0.217826128,0.0701761246,0.1143360138,0.3204829693,0.2061469555,0.1277489662,0.2086639404,0.0809149742,0.0989160538,0.4488549232,0.3499388695,0.1363790035,0.1860070229,0.0496280193,0.1538150311,0.1094779968,-0.0443370342,0.1531760693,0.1674530506,0.0142769814,0.1193089485,0.312333107,0.1930241585,0.1182329655
aroonav,1,25,0.1223208904,0.1823220253,0.0600011349,0.1284990311,0.1234738827,-0.0050251484,0.1582679749,0.2479870319,0.0897190571,0.1183271408,0.3214559555,0.2031288147,0.1176211834,0.1874680519,0.0698468685,0.0937709808,0.4131090641,0.3193380833,0.1128129959,0.1174559593,0.0046429634,0.1494820118,0.120429039,-0.0290529728,0.1462600231,0.1564779282,0.010217905,0.0851740837,0.3129971027,0.227823019,0.1031930447
aroonav,2,1,0.1007950306,0.1990990639,0.0983040333,0.0922801495,0.102599144,0.0103189945,0.1635949612,0.2591497898,0.0955548286,0.1223530769,0.2957742214,0.1734211445,0.1278917789,0.2672359943,0.1393442154,0.1035838127,0.4660589695,0.3624751568,0.0979738235,0.1491470337,0.0511732101,0.1420547962,0.1041448116,-0.0379099846,0.1631731987,0.1786420345,0.0154688358,0.0977430344,0.2868170738,0.1890740395,0.1129369736
aroonav,2,2,0.0806250572,0.2381880283,0.1575629711,0.0982260704,0.1334400177,0.0352139473,0.1330740452,0.2671561241,0.1340820789,0.134210825,0.2416198254,0.1074090004,0.1439170837,0.2776730061,0.1337559223,0.1028261185,0.452080965,0.3492548466,0.1125562191,0.1324260235,0.0198698044,0.1545050144,0.0853571892,-0.0691478252,0.1673150063,0.1878209114,0.0205059052,0.1221389771,0.2716770172,0.1495380402,0.1485939026
aroonav,2,3,0.0782170296,0.2117459774,0.1335289478,0.109618187,0.0842812061,-0.0253369808,0.172315836,0.2624359131,0.0901200771,0.1252200603,0.232904911,0.1076848507,0.1524150372,0.3079280853,0.1555130482,0.0968101025,0.4569349289,0.3601248264,0.1126279831,0.1413450241,0.028717041,0.1395280361,0.1045000553,-0.0350279808,0.138491869,0.2048840523,0.0663921833,0.0920889378,0.2510948181,0.1590058804,0.1281170845
aroonav,2,4,0.0938751698,0.1734170914,0.0795419216,0.1130619049,0.0992190838,-0.0138428211,0.1720738411,0.2616169453,0.0895431042,0.1167259216,0.237005949,0.1202800274,0.1177740097,0.2822399139,0.1644659042,0.0997071266,0.4460229874,0.3463158607,0.1148149967,0.1687791348,0.053964138,0.1548750401,0.1099879742,-0.0448870659,0.1338400841,0.1626050472,0.0287649632,0.1062870026,0.2773480415,0.171061039,0.0896289349
aroonav,2,5,0.1086230278,0.1780190468,0.069396019,0.1336119175,0.1580250263,0.0244131088,0.1633808613,0.2488389015,0.0854580402,0.1255290508,0.3143651485,0.1888360977,0.1042637825,0.1984329224,0.0941691399,0.1092150211,0.4659869671,0.356771946,0.1360731125,0.2539789677,0.1179058552,0.1379320621,0.1296560764,-0.0082759857,0.128524065,0.1529150009,0.0243909359,0.0934948921,0.3210320473,0.2275371552,0.1007738113
aroonav,2,6,0.1145160198,0.2632889748,0.1487729549,0.1028499603,0.0886120796,-0.0142378807,0.1578369141,0.2781190872,0.1202821732,0.1329798698,0.2456920147,0.1127121449,0.1137449741,0.3762118816,0.2624669075,0.1247179508,0.4915161133,0.3667981625,0.1123139858,0.1079609394,-0.0043530464,0.1600730419,0.1775920391,0.0175189972,0.1257989407,0.1661479473,0.0403490067,0.1025660038,0.2964019775,0.1938359737,0.1874899864
aroonav,2,7,0.0987010002,0.2523448467,0.1536438465,0.1239800453,0.1577281952,0.0337481499,0.141094923,0.2458109856,0.1047160625,0.1370508671,0.4926719666,0.3556210995,0.1234438419,0.1688199043,0.0453760624,0.1080780029,0.4836490154,0.3755710125,0.1103460789,0.1547369957,0.0443909168,0.1165869236,0.1898751259,0.0732882023,0.1259989738,0.1981208324,0.0721218586,0.1044480801,0.5913441181,0.4868960381,0.1238720417
aroonav,2,8,0.0783598423,0.1700599194,0.0917000771,0.1386740208,0.1185479164,-0.0201261044,0.1243729591,0.2222211361,0.097848177,0.1274609566,0.2263967991,0.0989358425,0.1428050995,0.2524490356,0.1096439362,0.08923316,0.4182500839,0.3290169239,0.1279439926,0.1228160858,-0.0051279068,0.1473579407,0.1135289669,-0.0338289738,0.1632478237,0.1980538368,0.0348060131,0.1045072079,0.2680411339,0.163533926,0.163132906
aroonav,2,9,0.1034948826,0.2035570145,0.1000621319,0.1078448296,0.1326909065,0.024846077,0.1615769863,0.2738289833,0.112251997,0.1322889328,0.2303800583,0.0980911255,0.1574978828,0.2828068733,0.1253089905,0.0977671146,0.4271121025,0.3293449879,0.1285529137,0.1076829433,-0.0208699703,0.1683850288,0.1342720985,-0.0341129303,0.1535980701,0.243074894,0.0894768238,0.1090581417,0.2524840832,0.1434259415,0.1333758831
aroonav,2,10,0.1074988842,0.197300911,0.0898020267,0.1247360706,0.1194911003,-0.0052449703,0.1971719265,0.2670059204,0.0698339939,0.1333580017,0.2567880154,0.1234300137,0.1284110546,0.2573609352,0.1289498806,0.0886361599,0.4836330414,0.3949968815,0.1073920727,0.1482679844,0.0408759117,0.1314949989,0.0928680897,-0.0386269093,0.1494650841,0.1873688698,0.0379037857,0.0899732113,0.2780640125,0.1880908012,0.1431241035
aroonav,2,11,0.0701520443,0.1896300316,0.1194779873,0.1214640141,0.1161050797,-0.0053589344,0.1731259823,0.2385900021,0.0654640198,0.108093977,0.255300045,0.147206068,0.1149199009,0.1842718124,0.0693519115,0.0926260948,0.4170069695,0.3243808746,0.1185150146,0.1232511997,0.0047361851,0.1431369781,0.1192069054,-0.0239300728,0.133795023,0.173279047,0.039484024,0.0934119225,0.3636949062,0.2702829838,0.1207449436
aroonav,2,12,0.0931711197,0.2273819447,0.134210825,0.1489391327,0.1815361977,0.032597065,0.1739518642,0.2603898048,0.0864379406,0.1372451782,0.5127170086,0.3754718304,0.1474280357,0.2174119949,0.0699839592,0.0639979839,0.4784550667,0.4144570827,0.0968799591,0.1618380547,0.0649580956,0.1505379677,0.1462919712,-0.0042459965,0.1316649914,0.1658539772,0.0341889858,0.1185340881,0.3215920925,0.2030580044,0.1139178276
aroonav,2,13,0.0883090496,0.2878100872,0.1995010376,0.1617908478,0.2663719654,0.1045811176,0.1528260708,0.2575879097,0.1047618389,0.1251990795,0.2413830757,0.1161839962,0.1432828903,0.2731978893,0.129914999,0.0978410244,0.4848890305,0.3870480061,0.12413311,0.1550161839,0.0308830738,0.1330258846,0.0900938511,-0.0429320335,0.1457180977,0.211974144,0.0662560463,0.1089158058,0.2773067951,0.1683909893,0.1421000957
aroonav,2,14,0.0938551426,0.1873791218,0.0935239792,0.1142020226,0.1905879974,0.0763859749,0.1316628456,0.2248539925,0.0931911469,0.1341948509,0.2318179607,0.0976231098,0.1538529396,0.2156720161,0.0618190765,0.0869879723,0.4516088963,0.364620924,0.1171109676,0.1612210274,0.0441100597,0.1771290302,0.1239440441,-0.0531849861,0.159113884,0.2040739059,0.044960022,0.0937919617,0.2922310829,0.1984391212,0.1221299171
aroonav,2,15,0.087446928,0.2076878548,0.1202409267,0.1178970337,0.1579930782,0.0400960445,0.1483318806,0.2135410309,0.0652091503,0.1343460083,0.2912769318,0.1569309235,0.1235558987,0.2090160847,0.085460186,0.0922329426,0.436275959,0.3440430164,0.1175818443,0.1225478649,0.0049660206,0.1693131924,0.179954052,0.0106408596,0.1658639908,0.1774530411,0.0115890503,0.106441021,0.3017590046,0.1953179836,0.1130530834
aroonav,2,16,0.0928530693,0.2663891315,0.1735360622,0.1381628513,0.1880648136,0.0499019623,0.1439640522,0.2243909836,0.0804269314,0.1272711754,0.2197761536,0.0925049782,0.1483318806,0.2480938435,0.0997619629,0.142701149,0.5334911346,0.3907899857,0.1288969517,0.1376390457,0.008742094,0.1819188595,0.1532988548,-0.0286200047,0.1575491428,0.2079491615,0.0504000187,0.1372499466,0.3312950134,0.1940450668,0.1965248585
aroonav,2,17,0.1294178963,0.1878268719,0.0584089756,0.153042078,0.1484320164,-0.0046100616,0.1932380199,0.2529940605,0.0597560406,0.1485319138,0.2419538498,0.093421936,0.1532440186,0.3223230839,0.1690790653,0.1280989647,0.4630451202,0.3349461555,0.1389198303,0.1442239285,0.0053040981,0.1639220715,0.1071550846,-0.0567669868,0.1735129356,0.2294127941,0.0558998585,0.0880100727,0.2656981945,0.1776881218,0.1333007813
aroonav,2,18,0.077244997,0.4170708656,0.3398258686,0.1255049706,0.1758031845,0.050298214,0.1439318657,0.2765009403,0.1325690746,0.1295349598,0.2728888988,0.1433539391,0.1277599335,0.3166720867,0.1889121532,0.0984978676,0.5025968552,0.4040989876,0.1081662178,0.1031811237,-0.0049850941,0.1432518959,0.1489338875,0.0056819916,0.1580531597,0.2518541813,0.0938010216,0.1088659763,0.3179979324,0.2091319561,0.1220850945
aroonav,2,19,0.1106369495,0.2562007904,0.1455638409,0.1268930435,0.1586720943,0.0317790508,0.1562180519,0.2312810421,0.0750629902,0.1204590797,0.2095549107,0.0890958309,0.1449751854,0.3060929775,0.1611177921,0.0928211212,0.5169711113,0.4241499901,0.1162769794,0.1068348885,-0.009442091,0.1582701206,0.1340661049,-0.0242040157,0.1532790661,0.1791319847,0.0258529186,0.0840039253,0.3066561222,0.2226521969,0.1232249737
aroonav,2,20,0.1380329132,0.287072897,0.1490399837,0.1184830666,0.2070531845,0.088570118,0.133343935,0.2288048267,0.0954608917,0.1165161133,0.2014331818,0.0849170685,0.1133029461,0.1930530071,0.079750061,0.1191499233,0.4879119396,0.3687620163,0.117166996,0.1272280216,0.0100610256,0.1479439735,0.0802938938,-0.0676500797,0.1629710197,0.1773660183,0.0143949986,0.0991020203,0.2380330563,0.138931036,0.177767992
aroonav,2,21,0.0860600471,0.2254428864,0.1393828392,0.1241250038,0.1829721928,0.0588471889,0.114481926,0.1838049889,0.0693230629,0.1141200066,0.1968460083,0.0827260017,0.1377668381,0.2523679733,0.1146011353,0.0966029167,0.4382529259,0.3416500092,0.1172049046,0.1493730545,0.0321681499,0.1212620735,0.05722785,-0.0640342236,0.1676380634,0.1839940548,0.0163559914,0.1079950333,0.2570130825,0.1490180492,0.1631829739
aroonav,2,22,0.1209039688,0.1655809879,0.0446770191,0.133769989,0.1692960262,0.0355260372,0.1374759674,0.1731910706,0.0357151031,0.1178228855,0.2166659832,0.0988430977,0.127396822,0.222244978,0.094848156,0.103687048,0.4289159775,0.3252289295,0.1069710255,0.1216430664,0.0146720409,0.123759985,0.0851719379,-0.038588047,0.1438889503,0.1836130619,0.0397241116,0.0990078449,0.3023338318,0.2033259869,0.1171431541
aroonav,2,23,0.1227729321,0.5442819595,0.4215090275,0.122189045,0.1923561096,0.0701670647,0.1375279427,0.2280740738,0.0905461311,0.1229569912,0.2708029747,0.1478459835,0.1336619854,0.2473018169,0.1136398315,0.0894780159,0.4332890511,0.3438110352,0.1177580357,0.2030651569,0.0853071213,0.1076939106,0.0736408234,-0.0340530872,0.1185040474,0.238161087,0.1196570396,0.0837268829,0.2722709179,0.188544035,0.127892971
aroonav,2,24,0.1081600189,0.27739501,0.1692349911,0.1182601452,0.1881270409,0.0698668957,0.1468310356,0.2570681572,0.1102371216,0.1037797928,0.236014843,0.1322350502,0.1141281128,0.2689840794,0.1548559666,0.1025440693,0.402479887,0.2999358177,0.1232759953,0.1880521774,0.0647761822,0.1422019005,0.1982479095,0.0560460091,0.0977020264,0.1479380131,0.0502359867,0.108355999,0.3123369217,0.2039809227,0.1583380699
aroonav,2,25,0.0984120369,0.1727309227,0.0743188858,0.1046772003,0.1880171299,0.0833399296,0.0794939995,0.1946780682,0.1151840687,0.126696825,0.2453238964,0.1186270714,0.1133069992,0.2232758999,0.1099689007,0.1036281586,0.4357011318,0.3320729733,0.1049759388,0.1641099453,0.0591340065,0.1432039738,0.1039741039,-0.0392298698,0.1283369064,0.1540808678,0.0257439613,0.0843770504,0.2723491192,0.1879720688,0.0883598328
aroonav,3,1,0.0922601223,0.1975419521,0.1052818298,0.1097400188,0.1164021492,0.0066621304,0.1772909164,0.2699170113,0.0926260948,0.1363179684,0.2115440369,0.0752260685,0.1434128284,0.233071804,0.0896589756,0.0883071423,0.4057531357,0.3174459934,0.1365208626,0.1279909611,-0.0085299015,0.1648929119,0.1262779236,-0.0386149883,0.1533820629,0.1844520569,0.031069994,0.1120641232,0.2756130695,0.1635489464,0.1325690746
aroonav,3,2,0.0922100544,0.1637210846,0.0715110302,0.1251468658,0.1203000546,-0.0048468113,0.1668999195,0.2461237907,0.0792238712,0.1272761822,0.2177209854,0.0904448032,0.1057112217,0.2231321335,0.1174209118,0.0997040272,0.4376609325,0.3379569054,0.1194391251,0.1622841358,0.0428450108,0.1417939663,0.0951628685,-0.0466310978,0.1566100121,0.212113142,0.05550313,0.1225748062,0.4275360107,0.3049612045,0.1257858276
aroonav,3,3,0.1490898132,0.182518959,0.0334291458,0.1243469715,0.1339550018,0.0096080303,0.162250042,0.2437808514,0.0815308094,0.1470830441,0.2104940414,0.0634109974,0.1439371109,0.199062109,0.0551249981,0.0925750732,0.4173190594,0.3247439861,0.1076028347,0.1276538372,0.0200510025,0.1291751862,0.0903241634,-0.0388510227,0.1422708035,0.1574678421,0.0151970387,0.1091661453,0.2675740719,0.1584079266,0.133742094
aroonav,3,4,0.0891129971,0.253485918,0.164372921,0.1225070953,0.141890049,0.0193829536,0.14376688,0.2258489132,0.0820820332,0.1461250782,0.2690420151,0.1229169369,0.1284160614,0.3077280521,0.1793119907,0.0880558491,0.4717450142,0.3836891651,0.0977649689,0.1394519806,0.0416870117,0.1418590546,0.1721148491,0.0302557945,0.1373860836,0.1839530468,0.0465669632,0.1119971275,0.3799591064,0.2679619789,0.1232979298
aroonav,3,5,0.1478710175,0.28738904,0.1395180225,0.1531879902,0.2215869427,0.0683989525,0.1437370777,0.2244489193,0.0807118416,0.1331431866,0.2107479572,0.0776047707,0.1331131458,0.2827100754,0.1495969296,0.1062750816,0.4582121372,0.3519370556,0.1223080158,0.1522839069,0.0299758911,0.1530239582,0.1236729622,-0.029350996,0.1236591339,0.1735401154,0.0498809814,0.1230738163,0.3068318367,0.1837580204,0.1330871582
aroonav,3,6,0.1082761288,0.1284210682,0.0201449394,0.137239933,0.1227450371,-0.0144948959,0.1933560371,0.2547960281,0.061439991,0.1465468407,0.265362978,0.1188161373,0.1379950047,0.203704834,0.0657098293,0.1183609962,0.451841116,0.3334801197,0.1383640766,0.1432271004,0.0048630238,0.1581938267,0.1232879162,-0.0349059105,0.1725709438,0.2039539814,0.0313830376,0.1027550697,0.271586895,0.1688318253,0.1380810738
aroonav,3,7,0.1175379753,0.1738278866,0.0562899113,0.1217279434,0.160902977,0.0391750336,0.148473978,0.1995229721,0.0510489941,0.1426301003,0.250770092,0.1081399918,0.1230409145,0.2129318714,0.0898909569,0.0989730358,0.4775760174,0.3786029816,0.1283061504,0.1631851196,0.0348789692,0.1378090382,0.0741250515,-0.0636839867,0.1483688354,0.2529268265,0.104557991,0.1236782074,0.2975111008,0.1738328934,0.1357719898
aroonav,3,8,0.0839428902,0.1995539665,0.1156110764,0.102586031,0.1272010803,0.0246150494,0.1628608704,0.2437739372,0.0809130669,0.1326920986,0.2416079044,0.1089158058,0.1237850189,0.2673721313,0.1435871124,0.0979340076,0.4621770382,0.3642430305,0.1084220409,0.1475739479,0.039151907,0.1437990665,0.0954239368,-0.0483751297,0.1521720886,0.2220981121,0.0699260235,0.1241579056,0.2872748375,0.1631169319,0.1629431248
aroonav,3,9,0.1131448746,0.2613418102,0.1481969357,0.1097512245,0.1193580627,0.0096068382,0.1532120705,0.237653017,0.0844409466,0.1139340401,0.1840319633,0.0700979233,0.1409401894,0.2216091156,0.0806689262,0.1128020287,0.4954638481,0.3826618195,0.1242141724,0.1458492279,0.0216350555,0.1359097958,0.1560997963,0.0201900005,0.1445760727,0.2674441338,0.1228680611,0.1020350456,0.2680699825,0.1660349369,0.1179020405
aroonav,3,10,0.0876431465,0.2067170143,0.1190738678,0.103921175,0.1286661625,0.0247449875,0.1531419754,0.2384779453,0.0853359699,0.1335129738,0.2374238968,0.103910923,0.1217830181,0.2020671368,0.0802841187,0.0978720188,0.4583778381,0.3605058193,0.1213240623,0.1663742065,0.0450501442,0.1236770153,0.0907819271,-0.0328950882,0.1470658779,0.2417838573,0.0947179794,0.1283421516,0.3114449978,0.1831028461,0.128426075
